id,raw_title,description,price
1186,ماوس   أزرق   مقاس   XL ماركةNike,Product description for ماوس   أزرق   مقاس   XL ماركةNike,371.09
1187,جاكيتRed  T-Shirt Size   XL   Prada,Product description for جاكيتRed  T-Shirt Size   XL   Prada,760.24
1188,لابتوب   رمادي  مقاسماركة H&M,Product description for لابتوب   رمادي  مقاسماركة H&M,591.24
1189,جوارب أزرق  مقاسXXL  ماركة H&M,,656.12
1190,PurpleDress   XL,Product description for PurpleDress   XL,743.66
1191,معطف   White   Skirt   Size S Apple,Product description for معطف   White   Skirt   Size S Apple,929.44
1192,معطف   أسود   مقاس XXL   ماركة nike,Product description for معطف   أسود   مقاس XXL   ماركة nike,45.11
1193,تنورةWhite Coat   Size  One Size Ray-Ban,Product description for تنورةWhite Coat   Size  One Size Ray-Ban,771.02
1194,قبعة   أحمر  مقاس  M  ماركة zara,Product description for قبعة   أحمر  مقاس  M  ماركة zara,534.76
1195,Pink ShortsOne Size,Product description for Pink ShortsOne Size,414.34
1196,معطف  رمادي   مقاس One Sizeماركة,Product description for معطف  رمادي   مقاس One Sizeماركة,360.09
1197,فستانBlue&nbsp;Hoodie&nbsp;&nbsp;&nbsp;SizeOne&nbsp;Size,Product description for فستانBlue&nbsp;Hoodie&nbsp;&nbsp;&nbsp;SizeOne&nbsp;Size,292.43
1198,شورت بني   مقاس  ماركة  Gucci,Product description for شورت بني   مقاس  ماركة  Gucci,372.1
1199,ساعة  Red  Bag   Size   XL   Puma,Product description for ساعة  Red  Bag   Size   XL   Puma,221.25
1200,سماعات   أحمرمقاسXL  ماركةH&M,Product description for سماعات   أحمرمقاسXL  ماركةH&M,939.63
1201,قميص أصفر مقاس  M ماركة,Product description for قميص أصفر مقاس  M ماركة,326.97
1202,لوحة مفاتيحWhite Laptop  SizeS Apple,Product description for لوحة مفاتيحWhite Laptop  SizeS Apple,961.39
1203,Black  Jacket M,Product description for Black  Jacket M,493.36
1204,فستان  أخضر  مقاس M   ماركة  Ray-Ban,Product description for فستان  أخضر  مقاس M   ماركة  Ray-Ban,679.35
1205,شورت   Purple   Skirt  Size,Product description for شورت   Purple   Skirt  Size,393.42
1206,YellowScarf,,
1207,معطف   أخضر   مقاس  M   ماركة H&M,Product description for معطف   أخضر   مقاس  M   ماركة H&M,336.28
1208,H&M   GreyJeans  XL,,535.12
1209,فستان   وردي مقاس XXL  ماركة,Product description for فستان   وردي مقاس XXL  ماركة,300.39
1210,حقيبة  بني   مقاس  XXL ماركة,,499.44
1211,H&amp;MYellow  Jeans,Product description for H&amp;MYellow  Jeans,169.5
1212,نظارات شمسية أزرقمقاس ماركة   Apple,Product description for نظارات شمسية أزرقمقاس ماركة   Apple,555.68
1213,شاشة  Green Tablet Size,Product description for شاشة  Green Tablet Size,251.77
1214,Pink Necklace  S,Product description for Pink Necklace  S,509.26
1215,لوحة&nbsp;مفاتيحبنفسجي&nbsp;مقاس&nbsp;&nbsp;ماركة&nbsp;&nbsp;&nbsp;Sony,Product description for لوحة&nbsp;مفاتيحبنفسجي&nbsp;مقاس&nbsp;&nbsp;ماركة&nbsp;&nbsp;&nbsp;Sony,
1216,APPLE  White  Belt   L,Product description for APPLE  White  Belt   L,675.59
1217,قلادةأزرق  مقاس   Sماركة ray-ban,Product description for قلادةأزرق  مقاس   Sماركة ray-ban,568.83
1218,Ray-Ban  Black   Laptop  M,Product description for Ray-Ban  Black   Laptop  M,128.39
1219,فستان Blue Jacket SizeS   H&M,Product description for فستان Blue Jacket SizeS   H&M,663.92
1220,جينز BlueJeans Size L   Bose,,75.04
1221,ماوسوردي مقاس  Mماركة   Prada,Product description for ماوسوردي مقاس  Mماركة   Prada,695.52
1222,جوارب   GreyJeansSize   Casio,Product description for جوارب   GreyJeansSize   Casio,874.93
1223,سماعاتأسود   مقاسL ماركة   Puma,,121.97
1224,Brown HatM,Product description for Brown HatM,183.06
1225,وشاح   PinkBackpack   Size   UNKNOWN,,268.72
1226,جينزأخضر مقاسXXL   ماركة,,289.78
1227,Adidas  BrownCoat  M,,736.71
1228,هاتف ذكي  Purple SpeakerSize   L,Product description for هاتف ذكي  Purple SpeakerSize   L,656.65
1229,Puma  Yellow  Smartphone  S,Product description for Puma  Yellow  Smartphone  S,326.51
1230,Grey Laptop   L,Product description for Grey Laptop   L,929.57
1231,جوارب   GreyCoatSize Bose,Product description for جوارب   GreyCoatSize Bose,154.45
1232,ماوسبني مقاس ماركةgucci,,571.26
1233,جوارب رمادي   مقاس   ماركة  Prada,,848.52
1234,قفازات   وردي  مقاس  ماركة,,506.99
1235,قميص  بني مقاس S   ماركة Sony,Product description for قميص  بني مقاس S   ماركة Sony,623.09
1236,حزام YellowSunglasses  Size   One Size  Nike,Product description for حزام YellowSunglasses  Size   One Size  Nike,744.06
1237,BlueGloves   One Size,Product description for BlueGloves   One Size,37.56
1238,قميص Blue CoatSizeLSamsung,,781.28
1239,محفظة  Yellow BagSize   S,,58.03
1240,هودي أخضر  مقاس  XL  ماركةsony,,631.53
1241,هوديأسود   مقاس  XL  ماركة  gucci,Product description for هوديأسود   مقاس  XL  ماركة  gucci,671.56
1242,جينز Pink T-ShirtSize  XXL,,288.97
1243,هودي أزرقمقاسXL   ماركة apple,,907.69
1244,محفظة   أصفر مقاس   XLماركةLG,Product description for محفظة   أصفر مقاس   XLماركةLG,912.46
1245,فستان أخضر مقاس   L ماركة CASIO,Product description for فستان أخضر مقاس   L ماركة CASIO,
1246,قلادة   WhiteNecklaceSize L Adidas,,710.07
1247,UNKNOWNPinkSweaterOne Size,Product description for UNKNOWNPinkSweaterOne Size,
1248,فستانWhiteT-Shirt Size   XXL PUMA,,177.94
1249,محفظةأصفر مقاس   XLماركة   H&M,Product description for محفظةأصفر مقاس   XLماركة   H&M,895.23
1250,قفازاتوردي مقاس  XXLماركة Sony,Product description for قفازاتوردي مقاس  XXLماركة Sony,699.01
1251,ساعة ذكية   Purple Camera  Size  zara,Product description for ساعة ذكية   Purple Camera  Size  zara,398.0
1252,Green   Smartwatch S,Product description for Green   Smartwatch S,76.06
1253,Sony  Yellow  Camera  XXL,Product description for Sony  Yellow  Camera  XXL,705.49
1254,هودي&nbsp;أحمر&nbsp;&nbsp;&nbsp;مقاس&nbsp;&nbsp;One&nbsp;Size&nbsp;&nbsp;ماركة,,822.69
1255,كاميرا  رمادي مقاسS ماركة,,
1256,جوارب   Blue  Sweater Size   One Size   Apple,Product description for جوارب   Blue  Sweater Size   One Size   Apple,730.0
1257,White HoodieXL,Product description for White HoodieXL,947.65
1258,AppleRed Jacket   One Size,Product description for AppleRed Jacket   One Size,
1259,جوارب   بني مقاس   L  ماركةPUMA,Product description for جوارب   بني مقاس   L  ماركةPUMA,229.7
1260,Grey  Smartwatch   M,Product description for Grey  Smartwatch   M,
1261,سماعاتPurple Monitor Size XXL  Sony,Product description for سماعاتPurple Monitor Size XXL  Sony,323.43
1262,ZaraWhite  Keyboard L,Product description for ZaraWhite  Keyboard L,839.77
1263,شورت  وردي   مقاس ماركة  Zara,Product description for شورت  وردي   مقاس ماركة  Zara,816.66
1264,نظارات شمسيةأخضرمقاس  ماركةsony,,514.09
1265,قبعة  بنيمقاس  M   ماركة,Product description for قبعة  بنيمقاس  M   ماركة,811.05
1266,لابتوب GreySmartphone   Size   LG,Product description for لابتوب GreySmartphone   Size   LG,486.98
1267,ساعة ذكية   بنفسجي   مقاسM  ماركة   fossil,Product description for ساعة ذكية   بنفسجي   مقاسM  ماركة   fossil,397.01
1268,قميصأخضر مقاسXXL   ماركة   Fossil,Product description for قميصأخضر مقاسXXL   ماركة   Fossil,410.74
1269,Bose  GreenDress   M,Product description for Bose  GreenDress   M,800.03
1270,هاتف ذكي Brown  Camera Size,Product description for هاتف ذكي Brown  Camera Size,
1271,جينزبني مقاسLماركةNike,Product description for جينزبني مقاسLماركةNike,475.59
1272,Black&nbsp;&nbsp;Belt&nbsp;&nbsp;&nbsp;S,Product description for Black&nbsp;&nbsp;Belt&nbsp;&nbsp;&nbsp;S,879.29
1273,شورت GreenDressSize XXL Bose,Product description for شورت GreenDressSize XXL Bose,624.11
1274,تابلت أبيضمقاسماركة,Product description for تابلت أبيضمقاسماركة,758.3
1275,Blue   Speaker S,Product description for Blue   Speaker S,425.31
1276,قميص Purple Dress  Size   XL Gucci,Product description for قميص Purple Dress  Size   XL Gucci,933.73
1277,Yellow   Socks XL,Product description for Yellow   Socks XL,397.24
1278,zara   Brown   Shorts,Product description for zara   Brown   Shorts,120.27
1279,كاميرا وردي   مقاسM  ماركةPRADA,,138.09
1280,فستان أزرقمقاس ماركة   Prada,Product description for فستان أزرقمقاس ماركة   Prada,420.47
1281,White   Dress   XXL,Product description for White   Dress   XXL,833.54
1282,casioRed Smartwatch L,Product description for casioRed Smartwatch L,610.8
1283,كاميرا   أصفر مقاسM ماركة sony,Product description for كاميرا   أصفر مقاسM ماركة sony,954.46
1284,سماعات   أصفر مقاس   SماركةPrada,Product description for سماعات   أصفر مقاس   SماركةPrada,24.42
1285,هاتف ذكي   أسود مقاس  ماركة  prada,Product description for هاتف ذكي   أسود مقاس  ماركة  prada,744.87
1286,Ray-Ban  Purple Skirt XL,Product description for Ray-Ban  Purple Skirt XL,89.12
1287,GreyWallet L,Product description for GreyWallet L,917.12
1288,Sony&nbsp;&nbsp;&nbsp;Red&nbsp;&nbsp;&nbsp;Socks,Product description for Sony&nbsp;&nbsp;&nbsp;Red&nbsp;&nbsp;&nbsp;Socks,465.9
1289,لابتوبYellow   Smartwatch  Size  XXL H&M,,540.33
1290,لابتوب Green  Camera SizeOne Size,Product description for لابتوب Green  Camera SizeOne Size,773.51
1291,مكبر صوتوردي مقاس M ماركة,Product description for مكبر صوتوردي مقاس M ماركة,
1292,تنورة أخضرمقاس   XL   ماركةBose,Product description for تنورة أخضرمقاس   XL   ماركةBose,884.15
1293,قميص  BlueSkirt SizeXL casio,,417.9
1294,سماعات  Black   Speaker   Size One Size  UNKNOWN,Product description for سماعات  Black   Speaker   Size One Size  UNKNOWN,995.54
1295,قميصRed  ShortsSize   L   Casio,Product description for قميصRed  ShortsSize   L   Casio,528.11
1296,لابتوب   Yellow   CameraSize  L Fossil,Product description for لابتوب   Yellow   CameraSize  L Fossil,
1297,معطف  بنفسجي   مقاس   L   ماركة   Zara,Product description for معطف  بنفسجي   مقاس   L   ماركة   Zara,540.56
1298,معطف   أسود  مقاس ماركة H&M,Product description for معطف   أسود  مقاس ماركة H&M,
1299,هاتف ذكي   Brown  Tablet   Size Zara,Product description for هاتف ذكي   Brown  Tablet   Size Zara,294.42
1300,جواربRedJeans   SizeOne Size  Zara,,490.97
1301,قبعةBlueWallet   Sizegucci,Product description for قبعةBlueWallet   Sizegucci,724.29
1302,هوديBlue T-Shirt   Size L,Product description for هوديBlue T-Shirt   Size L,158.86
1303,كاميرا   وردي مقاسXXL   ماركة   prada,Product description for كاميرا   وردي مقاسXXL   ماركة   prada,426.09
1304,حزام Green   Bag   SizeXXL   Bose,Product description for حزام Green   Bag   SizeXXL   Bose,
1305,هودي بنفسجي  مقاسOne Size   ماركة  Adidas,Product description for هودي بنفسجي  مقاسOne Size   ماركة  Adidas,932.04
1306,مكبر&nbsp;صوتوردي&nbsp;&nbsp;&nbsp;مقاسS&nbsp;ماركة&nbsp;Nike,Product description for مكبر&nbsp;صوتوردي&nbsp;&nbsp;&nbsp;مقاسS&nbsp;ماركة&nbsp;Nike,744.54
1307,H&M   Grey  Tablet L,Product description for H&M   Grey  Tablet L,426.37
1308,سترة  RedShorts  Size  S   Fossil,Product description for سترة  RedShorts  Size  S   Fossil,40.96
1309,unknown  Brown   DressM,Product description for unknown  Brown   DressM,
1310,FOSSIL   Red   Shorts  XXL,Product description for FOSSIL   Red   Shorts  XXL,
1311,GUCCI   Red Wallet  S,Product description for GUCCI   Red Wallet  S,355.54
1312,AppleWhite  T-ShirtS,Product description for AppleWhite  T-ShirtS,74.65
1313,مكبر صوت  White  Headphones  Size Puma,Product description for مكبر صوت  White  Headphones  Size Puma,594.08
1314,ساعةأزرق   مقاس XXL ماركة Adidas,,106.14
1315,Bose  Grey   JacketL,,764.68
1316,BrownScarfM,Product description for BrownScarfM,557.8
1317,Purple  Mouse   L,Product description for Purple  Mouse   L,207.03
1318,CasioBlueSkirt  S,Product description for CasioBlueSkirt  S,375.49
1319,Bose  Brown Coat  M,Product description for Bose  Brown Coat  M,453.5
1320,Black   Camera   M,Product description for Black   Camera   M,918.4
1321,Puma White  LaptopOne Size,Product description for Puma White  LaptopOne Size,325.92
1322,لابتوب  أسود  مقاسXXL ماركة,Product description for لابتوب  أسود  مقاسXXL ماركة,
1323,Casio   Pink   Monitor L,Product description for Casio   Pink   Monitor L,713.98
1324,قميص   رمادي  مقاسSماركةH&M,,655.75
1325,هاتف ذكي   BlackLaptopSize   L   UNKNOWN,Product description for هاتف ذكي   BlackLaptopSize   L   UNKNOWN,722.38
1326,Purple  Belt   L,Product description for Purple  Belt   L,219.48
1327,جاكيت&nbsp;Black&nbsp;&nbsp;&nbsp;JeansSize&nbsp;&nbsp;One&nbsp;Size&nbsp;&nbsp;nike,Product description for جاكيت&nbsp;Black&nbsp;&nbsp;&nbsp;JeansSize&nbsp;&nbsp;One&nbsp;Size&nbsp;&nbsp;nike,451.07
1328,CasioGrey  Monitor   S,Product description for CasioGrey  Monitor   S,702.91
1329,لوحة مفاتيح Brown  Speaker SizeM   Sony,Product description for لوحة مفاتيح Brown  Speaker SizeM   Sony,196.99
1330,bose   YellowHeadphones   M,Product description for bose   YellowHeadphones   M,258.41
1331,شاشة&nbsp;PinkMouse&nbsp;SizeM&nbsp;&nbsp;Puma,Product description for شاشة&nbsp;PinkMouse&nbsp;SizeM&nbsp;&nbsp;Puma,998.77
1332,سماعات   رمادي مقاس   Mماركة,Product description for سماعات   رمادي مقاس   Mماركة,906.68
1333,Zara   Brown  Camera One Size,,485.26
1334,تنورة   أزرق   مقاسXL   ماركة,,883.29
1335,تنورة BrownDress  SizeS   H&M,Product description for تنورة BrownDress  SizeS   H&M,831.87
1336,Green  Sweater   One Size,,546.91
1337,NIKE  BrownCoat XL,Product description for NIKE  BrownCoat XL,539.41
1338,Puma Blue   Skirt,,665.43
1339,H&MPinkScarf One Size,Product description for H&MPinkScarf One Size,
1340,تنورة  أخضر  مقاس   ماركةZara,Product description for تنورة  أخضر  مقاس   ماركةZara,767.59
1341,AppleRed   Camera  M,Product description for AppleRed   Camera  M,
1342,Pink   Sweater  XXL,Product description for Pink   Sweater  XXL,750.59
1343,سترةأحمرمقاس   M ماركة   Sony,Product description for سترةأحمرمقاس   M ماركة   Sony,927.31
1344,H&MGreySocks  XL,Product description for H&MGreySocks  XL,327.93
1345,تابلت   أسود  مقاس M   ماركة,Product description for تابلت   أسود  مقاس M   ماركة,211.13
1346,Prada Blue   Jeans XXL,Product description for Prada Blue   Jeans XXL,257.68
1347,معطف&nbsp;&nbsp;&nbsp;أسودمقاسS&nbsp;&nbsp;&nbsp;ماركة&nbsp;&nbsp;&nbsp;Puma,Product description for معطف&nbsp;&nbsp;&nbsp;أسودمقاسS&nbsp;&nbsp;&nbsp;ماركة&nbsp;&nbsp;&nbsp;Puma,
1348,تنورةأبيض  مقاس  One Sizeماركة LG,Product description for تنورةأبيض  مقاس  One Sizeماركة LG,910.27
1349,Prada  Black  SmartphoneS,Product description for Prada  Black  SmartphoneS,619.9
1350,حزام Pink  NecklaceSizeM   UNKNOWN,Product description for حزام Pink  NecklaceSizeM   UNKNOWN,340.71
1351,شاشة   أزرقمقاس XL   ماركة  H&M,,622.51
1352,Prada Green   Camera,,819.99
1353,حقيبةوردي  مقاس  M   ماركة  zara,Product description for حقيبةوردي  مقاس  M   ماركة  zara,395.91
1354,لابتوب بني مقاسXL   ماركة bose,Product description for لابتوب بني مقاسXL   ماركة bose,492.21
1355,جوارب بنفسجي مقاسOne Size  ماركة  Adidas,Product description for جوارب بنفسجي مقاسOne Size  ماركة  Adidas,
1356,فستان  رماديمقاس   XL  ماركة,Product description for فستان  رماديمقاس   XL  ماركة,438.79
1357,Pink  Shorts  XXL,Product description for Pink  Shorts  XXL,314.2
1358,ADIDAS   Grey  HoodieXL,Product description for ADIDAS   Grey  HoodieXL,232.54
1359,حقيبة ظهر  أحمرمقاس ماركةApple,Product description for حقيبة ظهر  أحمرمقاس ماركةApple,706.78
1360,فستان White  Shorts   SizeOne Size  Bose,,512.92
1361,فستان   BlueHoodie SizeLZara,,880.88
1362,هودي GreyT-Shirt   Size  Apple,Product description for هودي GreyT-Shirt   Size  Apple,404.17
1363,فستان   وردي مقاس   One Size   ماركة  Prada,Product description for فستان   وردي مقاس   One Size   ماركة  Prada,910.09
1364,هودي بنفسجي   مقاسM   ماركة   Gucci,Product description for هودي بنفسجي   مقاسM   ماركة   Gucci,786.99
1365,PurpleHoodie L,,539.89
1366,Grey   Dress L,Product description for Grey   Dress L,
1367,محفظةأحمرمقاسS  ماركة Zara,Product description for محفظةأحمرمقاسS  ماركة Zara,
1368,ZaraWhite Smartphone   XL,,649.69
1369,Grey   Camera  XL,,398.46
1370,سماعات ورديمقاس   One Sizeماركة,Product description for سماعات ورديمقاس   One Sizeماركة,175.25
1371,Casio  Yellow Hoodie,Product description for Casio  Yellow Hoodie,394.05
1372,NIKEBlue  Smartwatch,,
1373,لوحة مفاتيح ورديمقاس XXL ماركةCasio,,129.8
1374,Puma  Yellow Socks,,184.38
1375,ساعةPink  Hat SizeS UNKNOWN,Product description for ساعةPink  Hat SizeS UNKNOWN,783.73
1376,كاميرا  بنفسجي مقاسXLماركة,Product description for كاميرا  بنفسجي مقاسXLماركة,139.21
1377,معطف   Brown Dress  Size XLH&M,Product description for معطف   Brown Dress  Size XLH&M,631.55
1378,ZaraBrownSkirt,,462.43
1379,جينز   أحمر  مقاس   S ماركة bose,Product description for جينز   أحمر  مقاس   S ماركة bose,724.32
1380,قبعة   أحمرمقاسOne Size   ماركة Prada,Product description for قبعة   أحمرمقاسOne Size   ماركة Prada,356.67
1381,Yellow Mouse  S,Product description for Yellow Mouse  S,263.59
1382,H&M Green Speaker XL,,
1383,BlueDress  XXL,Product description for BlueDress  XXL,549.73
1384,شورت أصفر   مقاس  ماركة,Product description for شورت أصفر   مقاس  ماركة,623.96
1385,WhiteTabletXL,Product description for WhiteTabletXL,
1386,هودي   أبيض   مقاس   XLماركة   CASIO,Product description for هودي   أبيض   مقاس   XLماركة   CASIO,703.11
1387,قلادة&nbsp;بنيمقاس&nbsp;&nbsp;S&nbsp;&nbsp;&nbsp;ماركة,,522.79
1388,SonyBrownHat&nbsp;&nbsp;S,Product description for SonyBrownHat&nbsp;&nbsp;S,432.87
1389,جاكيتBrown&nbsp;&nbsp;&nbsp;JeansSizeM&nbsp;&nbsp;&nbsp;ZARA,Product description for جاكيتBrown&nbsp;&nbsp;&nbsp;JeansSizeM&nbsp;&nbsp;&nbsp;ZARA,502.6
1390,CasioWhiteJeansXL,Product description for CasioWhiteJeansXL,675.36
1391,GreenSkirt   XXL,Product description for GreenSkirt   XXL,419.77
1392,Yellow  Sunglasses M,Product description for Yellow  Sunglasses M,228.39
1393,H&M RedMonitorXXL,Product description for H&M RedMonitorXXL,407.49
1394,AdidasWhite   Shorts L,Product description for AdidasWhite   Shorts L,445.17
1395,لابتوب  وردي  مقاس  ماركة,Product description for لابتوب  وردي  مقاس  ماركة,754.2
1396,قفازاتأبيض  مقاس ماركةSONY,Product description for قفازاتأبيض  مقاس ماركةSONY,
1397,White  T-Shirt,Product description for White  T-Shirt,597.82
1398,قميصBrown   Coat  SizeL,Product description for قميصBrown   Coat  SizeL,963.8
1399,حزام  أحمر   مقاس ماركة,Product description for حزام  أحمر   مقاس ماركة,499.41
1400,ساعة ذكية  أخضرمقاس M  ماركة  Ray-Ban,,403.69
1401,NIKE   GreenMouse,Product description for NIKE   GreenMouse,742.13
1402,لابتوب   Green  Mouse SizeOne Size  Apple,Product description for لابتوب   Green  Mouse SizeOne Size  Apple,781.36
1403,Samsung   Red   ShortsXL,,445.8
1404,ماوس  أحمر   مقاسXLماركة Ray-Ban,,439.89
1405,قلادةأصفر   مقاس   One Size  ماركة,Product description for قلادةأصفر   مقاس   One Size  ماركة,846.85
1406,شورت   أصفر  مقاسOne Size  ماركة,Product description for شورت   أصفر  مقاسOne Size  ماركة,389.54
1407,H&amp;MBlack   Belt,Product description for H&amp;MBlack   Belt,
1408,NikePink  Scarf   One Size,,790.85
1409,قميص Green  Hoodie  SizeLH&M,Product description for قميص Green  Hoodie  SizeLH&M,15.93
1410,سترة  PurpleJacket Size   M Zara,Product description for سترة  PurpleJacket Size   M Zara,880.05
1411,Casio  Green T-Shirt   XXL,,257.39
1412,جواربBlue   Dress   SizeSony,Product description for جواربBlue   Dress   SizeSony,358.23
1413,تنورة أخضر   مقاس   ماركة  UNKNOWN,Product description for تنورة أخضر   مقاس   ماركة  UNKNOWN,
1414,فستان  Brown  Jacket   Size  XL,Product description for فستان  Brown  Jacket   Size  XL,162.43
1415,هوديBlueSocks   Size   S   Adidas,Product description for هوديBlueSocks   Size   S   Adidas,82.52
1416,Gucci WhiteLaptop,,441.06
1417,Fossil Pink Keyboard  M,,62.2
1418,مكبر صوت   أحمرمقاس  XL  ماركة Adidas,Product description for مكبر صوت   أحمرمقاس  XL  ماركة Adidas,
1419,White&nbsp;&nbsp;&nbsp;Keyboard&nbsp;&nbsp;&nbsp;XL,,584.39
1420,Sony Blue   Dress XXL,Product description for Sony Blue   Dress XXL,443.06
1421,جواربرماديمقاس ماركة Ray-Ban,Product description for جواربرماديمقاس ماركة Ray-Ban,887.78
1422,sony   Blue   Coat   M,Product description for sony   Blue   Coat   M,663.25
1423,فستان Grey T-Shirt Size,Product description for فستان Grey T-Shirt Size,379.48
1424,Blue&nbsp;&nbsp;&nbsp;Hoodie,Product description for Blue&nbsp;&nbsp;&nbsp;Hoodie,311.83
1425,Sony   Pink Jeans  S,,521.68
1426,Purple&nbsp;&nbsp;&nbsp;T-ShirtL,Product description for Purple&nbsp;&nbsp;&nbsp;T-ShirtL,60.14
1427,تنورة&nbsp;رماديمقاس&nbsp;&nbsp;&nbsp;XL&nbsp;&nbsp;ماركة,Product description for تنورة&nbsp;رماديمقاس&nbsp;&nbsp;&nbsp;XL&nbsp;&nbsp;ماركة,990.46
1428,سترة&nbsp;&nbsp;&nbsp;أسود&nbsp;&nbsp;مقاس&nbsp;&nbsp;One&nbsp;Sizeماركة&nbsp;&nbsp;&nbsp;Ray-Ban,Product description for سترة&nbsp;&nbsp;&nbsp;أسود&nbsp;&nbsp;مقاس&nbsp;&nbsp;One&nbsp;Sizeماركة&nbsp;&nbsp;&nbsp;Ray-Ban,480.03
1429,ZARA PurpleMonitor,Product description for ZARA PurpleMonitor,686.78
1430,قبعة   White Belt  Size,Product description for قبعة   White Belt  Size,
1431,سماعات أحمر  مقاس XXL   ماركة   Apple,Product description for سماعات أحمر  مقاس XXL   ماركة   Apple,
1432,NIKEYellow Watch,Product description for NIKEYellow Watch,922.15
1433,UNKNOWNBlue  Keyboard,Product description for UNKNOWNBlue  Keyboard,586.45
1434,لابتوب   وردي   مقاسOne Size  ماركة,Product description for لابتوب   وردي   مقاسOne Size  ماركة,228.49
1435,قميص أسود   مقاس  XXLماركة Prada,,677.59
1436,H&M PurpleBackpackOne Size,Product description for H&M PurpleBackpackOne Size,881.81
1437,ماوس وردي   مقاسL ماركة   Nike,,940.1
1438,Brown Smartphone   One Size,Product description for Brown Smartphone   One Size,328.59
1439,Black Mouse L,Product description for Black Mouse L,330.79
1440,تابلتBlueMonitorSize&nbsp;&nbsp;XXL,,539.81
1441,ساعة   Red  Backpack Size  XXL   Zara,,981.0
1442,Zara  Brown Jeans  XXL,Product description for Zara  Brown Jeans  XXL,78.27
1443,هودي أزرقمقاس ماركة  adidas,Product description for هودي أزرقمقاس ماركة  adidas,900.24
1444,لابتوب  Pink MonitorSize  L Ray-Ban,Product description for لابتوب  Pink MonitorSize  L Ray-Ban,104.32
1445,هوديPurple Coat  Size   One Size  Fossil,Product description for هوديPurple Coat  Size   One Size  Fossil,333.54
1446,Ray-BanPurple   Camera XXL,Product description for Ray-BanPurple   Camera XXL,841.14
1447,لوحة مفاتيح وردي   مقاس  M ماركةBose,Product description for لوحة مفاتيح وردي   مقاس  M ماركةBose,602.19
1448,كاميراRed  Headphones   Size XL  gucci,Product description for كاميراRed  Headphones   Size XL  gucci,998.53
1449,Nike  Red   Mouse One Size,,139.32
1450,لوحة مفاتيح   ورديمقاس   M   ماركة,Product description for لوحة مفاتيح   ورديمقاس   M   ماركة,113.25
1451,شاشة  GreyTablet  Size,,224.85
1452,LG   Red Tablet,Product description for LG   Red Tablet,310.5
1453,جوارب رمادي مقاس L ماركة,Product description for جوارب رمادي مقاس L ماركة,214.43
1454,تنورةBlack  Sweater  Size   One Size Casio,Product description for تنورةBlack  Sweater  Size   One Size Casio,256.03
1455,تابلت  أصفر   مقاس  One Size   ماركة,Product description for تابلت  أصفر   مقاس  One Size   ماركة,883.66
1456,نظارات شمسيةBrownScarf  Size L   LG,Product description for نظارات شمسيةBrownScarf  Size L   LG,
1457,نظارات شمسية   بنفسجي   مقاسماركة,Product description for نظارات شمسية   بنفسجي   مقاسماركة,346.82
1458,هوديPurple   T-Shirt  Size XL,Product description for هوديPurple   T-Shirt  Size XL,376.01
1459,سترة  أسود   مقاس One Size ماركة  Adidas,Product description for سترة  أسود   مقاس One Size ماركة  Adidas,686.17
1460,تنورة   White Sweater   Size XL,Product description for تنورة   White Sweater   Size XL,645.7
1461,SamsungBrown  DressS,Product description for SamsungBrown  DressS,341.54
1462,ساعة&nbsp;ذكية&nbsp;&nbsp;&nbsp;بنيمقاس&nbsp;&nbsp;ماركة&nbsp;&nbsp;&nbsp;Apple,,238.94
1463,شورت   أخضرمقاسM   ماركة,Product description for شورت   أخضرمقاسM   ماركة,194.43
1464,nike  Purple HoodieXL,Product description for nike  Purple HoodieXL,610.5
1465,هودي   رماديمقاسماركة  Puma,Product description for هودي   رماديمقاسماركة  Puma,404.83
1466,gucciYellow TabletS,,258.03
1467,وشاحBlack NecklaceSize  XL   Fossil,Product description for وشاحBlack NecklaceSize  XL   Fossil,30.58
1468,جينز أخضرمقاسS  ماركةBose,,210.29
1469,حقيبة ظهر Red   SunglassesSize S  Bose,Product description for حقيبة ظهر Red   SunglassesSize S  Bose,128.99
1470,ماوس أسود   مقاس   L  ماركة  Casio,Product description for ماوس أسود   مقاس   L  ماركة  Casio,522.92
1471,Yellow   CameraM,Product description for Yellow   CameraM,718.72
1472,قفازات   Purple   Hat  Size  Casio,Product description for قفازات   Purple   Hat  Size  Casio,715.65
1473,قميص   وردي  مقاسXLماركة,Product description for قميص   وردي  مقاسXLماركة,138.64
1474,PumaWhiteSweaterXL,Product description for PumaWhiteSweaterXL,963.06
1475,GreyJeansL,Product description for GreyJeansL,862.69
1476,لوحة مفاتيح  أسودمقاسماركة   Fossil,Product description for لوحة مفاتيح  أسودمقاسماركة   Fossil,24.43
1477,ساعة&nbsp;ذكية&nbsp;White&nbsp;Smartwatch&nbsp;&nbsp;&nbsp;Size&nbsp;&nbsp;&nbsp;ZARA,Product description for ساعة&nbsp;ذكية&nbsp;White&nbsp;Smartwatch&nbsp;&nbsp;&nbsp;Size&nbsp;&nbsp;&nbsp;ZARA,739.03
1478,قلادة أحمر  مقاس  L   ماركة   samsung,Product description for قلادة أحمر  مقاس  L   ماركة   samsung,
1479,جوارب   أزرق مقاس ماركةGucci,,280.92
